,official gene symbol,cell type (general),cell type id (human),gene id
6195,TREML1,Platelets,Q101404882,Q18055389
6196,ALOX12,Megakaryocytes,Q101404874,Q18016430
6197,ALOX12,Platelets,Q101404882,Q18016430
6198,SELP,Megakaryocytes,Q101404874,Q14881072
6199,SELP,Platelets,Q101404882,Q14881072
6200,CIB1,Megakaryocytes,Q101404874,Q18035448
6201,PLK3,Megakaryocytes,Q101404874,Q17907831
6202,MAFG,Megakaryocytes,Q101404874,Q18028783
6203,TGFB1,Megakaryocytes,Q101404874,Q14904613
6204,TGFB1,NK cells,Q101404899,Q14904613
6205,TGFB1,Pancreatic stellate cells,Q101404859,Q14904613
6206,GP9,Megakaryocytes,Q101404874,Q18026323
6207,GP9,Platelets,Q101404882,Q18026323
6208,MC1R,Melanocytes,Q101404894,Q18028916
6209,PMEL,Melanocytes,Q101404894,Q18031504
6210,SLC45A2,Melanocytes,Q101404894,Q18040047
6211,TYR,Melanocytes,Q101404894,Q14865358
6212,TYRP1,Melanocytes,Q101404894,Q18032242
6213,DCT,Melanocytes,Q101404894,Q1242607
6214,FILIP1L,Melanocytes,Q101404894,Q18036438
6215,FILIP1L,Mesangial cells,Q101405121,Q18036438
6216,LOXL2,Melanocytes,Q101404894,Q18028633
6217,LOXL2,Podocytes,Q101405039,Q18028633
6218,ZC3H7A,Melanocytes,Q101404894,Q18039566
6219,SLK,Melanocytes,Q101404894,Q18034641
6220,AHNAK2,Melanocytes,Q101404894,Q18048889
6221,AHNAK2,Trigeminal neurons,Q101404857,Q18048889
6222,HSPB1,Melanocytes,Q101404894,Q14905263
6223,PAX3,Melanocytes,Q101404894,Q14916248
6224,PAX3,Myoblasts,Q101404940,Q14916248
6225,PAX3,Myocytes,Q101404903,Q14916248
6226,PAX3,Satellite cells,Q101404953,Q14916248
6227,TRPM1,Melanocytes,Q101404894,Q15322485
6228,CTNS,Melanocytes,Q101404894,Q17911566
6229,ENPP1,Melanocytes,Q101404894,Q18030434
6230,ENPP1,Plasma cells,Q101405123,Q18030434
6231,ENPP1,T memory cells,Q101405071,Q18030434
6232,BNC2,Melanocytes,Q101404894,Q18041259
6233,MEN1,Melanocytes,Q101404894,Q14913035
6234,CRABP1,Melanocytes,Q101404894,Q17909215
6235,CRABP1,Smooth muscle cells,Q101404901,Q17909215
6236,PTN,Melanocytes,Q101404894,Q14916160
6237,PTN,Mesangial cells,Q101405121,Q14916160
6238,PTN,Tanycytes,Q101405074,Q14916160
6239,PRKN,Melanocytes,Q101404894,Q14864255
6240,KLC2,Melanocytes,Q101404894,Q18045772
6241,IL24,Melanocytes,Q101404894,Q14907265
6242,TPH2,Melanocytes,Q101404894,Q18049432
6243,PRKCA,Melanocytes,Q101404894,Q14912643
6244,PRKCA,Photoreceptor cells,Q101404878,Q14912643
6245,PRKCA,Photoreceptor cells,Q101404879,Q14912643
6246,PRKCA,Plasmacytoid dendritic cells,Q101405033,Q14912643
6247,PRKCA,Purkinje neurons,Q101404913,Q14912643
6248,PRKCA,Retinal ganglion cells,Q101405117,Q14912643
6249,FOXC1,Meningeal cells,Q101405083,Q5469819
6250,FOXC1,Pericytes,Q101405045,Q5469819
6251,FOXC1,Podocytes,Q101405039,Q5469819
6252,ALDH1A2,Meningeal cells,Q101405083,Q18033484
6253,ALDH1A2,Microglia,Q101404888,Q18033484
6254,ALX4,Meningeal cells,Q101405083,Q18045420
6255,IGFBP2,Meningeal cells,Q101405083,Q18027676
6256,NNAT,Meningeal cells,Q101405083,Q18030166
6257,NNAT,Oligodendrocyte progenitor cells,Q101404917,Q18030166
6258,SLC47A1,Meningeal cells,Q101405083,Q18041692
6259,SLC47A1,Proximal tubule cells,Q101404885,Q18041692
6260,CD99,Merkel cells,Q101404933,Q18029114
6261,CD99,Thymocytes,Q101405038,Q18029114
6262,ID2,Merkel cells,Q101404933,Q18027504
6263,POU4F3,Merkel cells,Q101404933,Q18030673
6264,TNS1,Mesangial cells,Q101405121,Q18032056
6265,TNS1,Myofibroblasts,Q101404949,Q18032056
6266,SFRP2,Mesangial cells,Q101405121,Q18031451
6267,SFRP2,Pancreatic stellate cells,Q101404859,Q18031451
6268,ECM1,Mesangial cells,Q101405121,Q17915405
6269,ECM1,Pericytes,Q101405045,Q17915405
6270,ANGPT2,Mesangial cells,Q101405121,Q14912185
6271,ANGPT2,Myoblasts,Q101404940,Q14912185
6272,ANGPT2,Pericytes,Q101405045,Q14912185
6273,OGT,Mesangial cells,Q101405121,Q18032962
6274,NOCT,Mesangial cells,Q101405121,Q18037714
6275,NCOA2,Mesangial cells,Q101405121,Q14914591
6276,PLA2R1,Mesangial cells,Q101405121,Q18036597
6277,TRIP4,Mesangial cells,Q101405121,Q18034002
6278,AMOTL2,Mesangial cells,Q101405121,Q18040276
6279,LATS2,Mesangial cells,Q101405121,Q18038280
6280,YAP1,Mesangial cells,Q101405121,Q17544238
6281,YAP1,Pancreatic progenitor cells,Q101405063,Q17544238
6282,MIB1,Mesangial cells,Q101405121,Q18043122
6283,ADAMTSL4,Mesangial cells,Q101405121,Q18041056
6284,ITGA8,Mesangial cells,Q101405121,Q18033064
6285,ITGA8,Smooth muscle cells,Q101404901,Q18033064
6286,DYRK1A,Mesangial cells,Q101405121,Q17915111
6287,ARID5B,Mesangial cells,Q101405121,Q18047436
6288,PAWR,Mesangial cells,Q101405121,Q18295061
6289,SERPINE2,Mesangial cells,Q101405121,Q18030530
6290,CALD1,Mesangial cells,Q101405121,Q21163342
6291,CALD1,Myofibroblasts,Q101404949,Q21163342
6292,ACTN1,Mesangial cells,Q101405121,Q4676901
6293,AKAP12,Mesangial cells,Q101405121,Q18034404
6294,ROCK1,Mesangial cells,Q101405121,Q18031203
6295,SH3BGRL,Mesangial cells,Q101405121,Q18031473
6296,RASD1,Mesangial cells,Q101405121,Q18040485
6297,RASD1,Peritubular myoid cells,Q101405058,Q18040485
6298,SNCG,Mesangial cells,Q101405121,Q15317282
6299,SNCG,Retinal ganglion cells,Q101405117,Q15317282
6300,SNCG,Smooth muscle cells,Q101404901,Q15317282
6301,SNCG,Trigeminal neurons,Q101404857,Q15317282
6302,FLNA,Mesangial cells,Q101405121,Q17928815
6303,MEF2C,Mesangial cells,Q101405121,Q18029008
6304,CSTB,Mesangial cells,Q101405121,Q17911028
6305,SMARCA5,Mesangial cells,Q101405121,Q18032957
6306,MAP3K20,Mesangial cells,Q101405121,Q20970081
6307,KRT6A,Mesothelial cells,Q101405100,Q14864155
6308,HAS2,Mesothelial cells,Q101405100,Q18026793
6309,ME2,Mesothelial cells,Q101405100,Q18028990
6310,LRRN4,Mesothelial cells,Q101405100,Q18052590
6311,IL17RE,Mesothelial cells,Q101405100,Q18050280
6312,KCNAB1,Mesothelial cells,Q101405100,Q18032654
6313,KCNAB1,Smooth muscle cells,Q101404901,Q18032654
6314,PKHD1L1,Mesothelial cells,Q101405100,Q18048686
6315,MIR22HG,Mesothelial cells,Q101405100,Q18047936
6316,COBLL1,Mesothelial cells,Q101405100,Q18036524
6317,ST3GAL1,Mesothelial cells,Q101405100,Q18031498
6318,FBXO33,Mesothelial cells,Q101405100,Q18053733
6319,RASL11A,Mesothelial cells,Q101405100,Q18056371
6320,GBP2,Mesothelial cells,Q101405100,Q18025546
6321,GSTA3,Mesothelial cells,Q101405100,Q18015281
6322,TWSG1,Mesothelial cells,Q101405100,Q18042857
6323,ADGRD1,Mesothelial cells,Q101405100,Q18054116
6324,CRLS1,Mesothelial cells,Q101405100,Q18041187
6325,FLNC,Mesothelial cells,Q101405100,Q17928825
6326,FLNC,Myoblasts,Q101404940,Q17928825
6327,FLNC,Myocytes,Q101404903,Q17928825
6328,FRAS1,Mesothelial cells,Q101405100,Q18046595
6329,RSPO1,Mesothelial cells,Q101405100,Q18054358
6330,ANXA5,Microfold cells,Q101404934,Q14908239
6331,SOX8,Microfold cells,Q101404934,Q18039773
6332,SOX8,Oligodendrocytes,Q101404898,Q18039773
6333,SOX8,Satellite cells,Q101404953,Q18039773
6334,MIER3,Microfold cells,Q101404934,Q18052789
6335,NFIC,Microfold cells,Q101404934,Q18030093
6336,CTSD,Microfold cells,Q101404934,Q3663475
6337,MARCKSL1,Microfold cells,Q101404934,Q18045853
6338,RAC2,Microfold cells,Q101404934,Q18031005
6339,RAC2,Tuft cells,Q101404870,Q18031005
6340,RAC2,Tuft cells,Q101404871,Q18031005
6341,CYBA,Microfold cells,Q101404934,Q18022229
6342,TMPRSS2,Microfold cells,Q101404934,Q18032025
6343,MTF1,Microfold cells,Q101404934,Q18029531
6344,TULP4,Microfold cells,Q101404934,Q18042775
6345,IRF2,Microfold cells,Q101404934,Q18027994
6346,IRF2,Satellite cells,Q101404953,Q18027994
6347,NFIB,Microfold cells,Q101404934,Q18030091
6348,P2RY12,Microglia,Q101404888,Q14916330
6349,P2RY12,Platelets,Q101404882,Q14916330
6350,TMEM119,Microglia,Q101404888,Q18055250
6351,CSF3R,Microglia,Q101404888,Q14908143
6352,CSF3R,Monocytes,Q101405036,Q14908143
6353,CSF3R,Neutrophils,Q101405102,Q14908143
6354,TCIRG1,Microglia,Q101404888,Q18035285
6355,SUSD3,Microglia,Q101404888,Q18053285
6356,VAV1,Microglia,Q101404888,Q18032315
6357,PTAFR,Microglia,Q101404888,Q15320063
6358,LAG3,Microglia,Q101404888,Q18028429
6359,LAG3,T cells,Q101405075,Q18028429
6360,LAG3,T regulatory cells,Q101405084,Q18028429
6361,ENTPD1,Microglia,Q101404888,Q17859534
6362,ENTPD1,T regulatory cells,Q101405084,Q17859534
6363,TMEM173,Microglia,Q101404888,Q18055374
6364,TBXAS1,Microglia,Q101404888,Q14881694
6365,P2RY13,Microglia,Q101404888,Q18040688
6366,MYO1F,Microglia,Q101404888,Q18029570
6367,ITGB5,Microglia,Q101404888,Q18028041
6368,ITGB5,Osteoclasts,Q101404928,Q18028041
6369,ITGB5,Podocytes,Q101405039,Q18028041
6370,ITGB5,T memory cells,Q101405071,Q18028041
6371,COLEC12,Microglia,Q101404888,Q18046841
6372,AEBP1,Microglia,Q101404888,Q17815722
6373,PTGS1,Microglia,Q101404888,Q18030905
6374,PTGS1,Platelets,Q101404882,Q18030905
6375,PTGS1,Tuft cells,Q101404870,Q18030905
6376,PTGS1,Tuft cells,Q101404871,Q18030905
6377,APBB1IP,Microglia,Q101404888,Q795138
6378,APBB1IP,T memory cells,Q101405071,Q795138
6379,CYFIP1,Microglia,Q101404888,Q18036981
6380,MERTK,Microglia,Q101404888,Q18035403
6381,MERTK,Podocytes,Q101405039,Q18035403
6382,MERTK,Red pulp macrophages,Q101404936,Q18035403
6383,BIN2,Microglia,Q101404888,Q18040274
6384,BIN2,Platelets,Q101404882,Q18040274
6385,BIN2,T memory cells,Q101405071,Q18040274
6386,CMTM6,Microglia,Q101404888,Q18041379
6387,CCRL2,Microglia,Q101404888,Q18033775
6388,CCRL2,Neutrophils,Q101405102,Q18033775
6389,MRC2,Microglia,Q101404888,Q18034865
6390,CD53,Microglia,Q101404888,Q15315489
6391,FOS,Microglia,Q101404888,Q14906123
6392,SKI,Microglia,Q101404888,Q14913261
6393,APOBEC3A,Monocytes,Q101405036,Q18053168
6394,DYSF,Monocytes,Q101405036,Q14885337
6395,MEFV,Monocytes,Q101405036,Q14881867
6396,FCGR3B,Monocytes,Q101405036,Q17927797
6397,PADI4,Monocytes,Q101405036,Q18037287
6398,TNFRSF14,Monocytes,Q101405036,Q18033326
6399,ADA2,Monocytes,Q101405036,Q18040601
6400,MGMT,Monocytes,Q101405036,Q18252301
6401,ACP5,Monocytes,Q101405036,Q14907831
6402,ACP5,Osteoclasts,Q101404928,Q14907831
6403,ACP5,T memory cells,Q101405071,Q14907831
6404,GBP1,Monocytes,Q101405036,Q18025537
6405,OAS1,Monocytes,Q101405036,Q18030248
6406,MX1,Monocytes,Q101405036,Q18029685
6407,IL1RN,Monocytes,Q101405036,Q14914156
6408,IFIT1,Monocytes,Q101405036,Q18027581
6409,IFIT1,Neural stem/precursor cells,Q101405041,Q18027581
6410,IDO1,Monocytes,Q101405036,Q14907414
6411,ZFP36L2,Monocytes,Q101405036,Q17853510
6412,LTA4H,Monocytes,Q101405036,Q6534531
6413,LTA4H,Sebocytes,Q101405069,Q6534531
6414,CLEC12A,Monocytes,Q101405036,Q18052461
6415,PRTN3,Monocytes,Q101405036,Q14877621
6416,PRTN3,Neutrophils,Q101405102,Q14877621
6417,IFITM3,Monocytes,Q101405036,Q18035362
6418,PSAP,Monocytes,Q101405036,Q14914243
6419,FCN1,Monocytes,Q101405036,Q17927811
6420,RHOC,Monocytes,Q101405036,Q17831671
6421,PILRA,Monocytes,Q101405036,Q18039755
6422,PILRA,Neutrophils,Q101405102,Q18039755
6423,NFKBIZ,Monocytes,Q101405036,Q18045638
6424,LY6E,Monocytes,Q101405036,Q18028710
6425,LYN,Monocytes,Q101405036,Q15331874
6426,IFI30,Monocytes,Q101405036,Q18035383
6427,S100A12,Monocytes,Q101405036,Q18031357
6428,RGS2,Monocytes,Q101405036,Q18031115
6429,RGS2,Tuft cells,Q101404870,Q18031115
6430,RGS2,Tuft cells,Q101404871,Q18031115
6431,SPI1,Monocytes,Q101405036,Q18031669
6432,CSTA,Monocytes,Q101405036,Q17911027
6433,PYCARD,Monocytes,Q101405036,Q18039614
6434,LYST,Monocytes,Q101405036,Q4392057
6435,LYST,Neutrophils,Q101405102,Q4392057
6436,MNX1,Motor neurons,Q101404862,Q18026930
6437,ISL2,Motor neurons,Q101404862,Q18045777
6438,EVX2,Motor neurons,Q101404862,Q18055583
6439,SIM1,Motor neurons,Q101404862,Q18031506
6440,CNR2,Müller cells,Q101405096,Q17907844
6441,CNR2,Müller cells,Q101405097,Q17907844
6442,CNR2,Sebocytes,Q101405069,Q17907844
6443,RDH10,Müller cells,Q101405096,Q18052328
6444,RDH10,Müller cells,Q101405097,Q18052328
6445,SLITRK2,Müller cells,Q101405096,Q18047686
6446,SLITRK2,Müller cells,Q101405097,Q18047686
6447,SLITRK2,Peri-islet Schwann cells,Q101404867,Q18047686
6448,CROT,Müller cells,Q101405096,Q18041195
6449,CROT,Müller cells,Q101405097,Q18041195
6450,CRYM,Müller cells,Q101405096,Q17910350
6451,CRYM,Müller cells,Q101405097,Q17910350
6452,CRYM,Tanycytes,Q101405074,Q17910350
6453,DAPL1,Müller cells,Q101405096,Q18048605
6454,DAPL1,Müller cells,Q101405097,Q18048605
6455,COL4A2,Müller cells,Q101405096,Q17907875
6456,COL4A2,Müller cells,Q101405097,Q17907875
6457,CLU,Müller cells,Q101405096,Q14864935
6458,CLU,Müller cells,Q101405097,Q14864935
6459,CLU,Sertoli cells,Q101404909,Q14864935
6460,S100A16,Müller cells,Q101405096,Q18050826
6461,S100A16,Müller cells,Q101405097,Q18050826
6462,DBI,Müller cells,Q101405096,Q17913005
6463,DBI,Müller cells,Q101405097,Q17913005
6464,GNAI2,Müller cells,Q101405096,Q18026222
6465,GNAI2,Müller cells,Q101405097,Q18026222
6466,GPR37,Müller cells,Q101405096,Q18026418
6467,GPR37,Müller cells,Q101405097,Q18026418
6468,GPR37,Oligodendrocytes,Q101404898,Q18026418
6469,KCNJ2,Müller cells,Q101405096,Q14905759
6470,KCNJ2,Müller cells,Q101405097,Q14905759
6471,KCNJ10,Müller cells,Q101405096,Q18028187
6472,KCNJ10,Müller cells,Q101405097,Q18028187
6473,SPC25,Müller cells,Q101405096,Q18043025
6474,SPC25,Müller cells,Q101405097,Q18043025
6475,ITM2B,Müller cells,Q101405096,Q18034170
6476,ITM2B,Müller cells,Q101405097,Q18034170
6477,ATG4B,Müller cells,Q101405096,Q18036982
6478,ATG4B,Müller cells,Q101405097,Q18036982
6479,CA2,Müller cells,Q101405096,Q18021049
6480,CA2,Müller cells,Q101405097,Q18021049
6481,CA2,Osteoclasts,Q101404928,Q18021049
6482,CA2,Platelets,Q101404882,Q18021049
6483,ZBED4,Müller cells,Q101405096,Q18034855
6484,ZBED4,Müller cells,Q101405097,Q18034855
6485,ZBED4,Neuroblasts,Q101405031,Q18034855
6486,PRDX6,Müller cells,Q101405096,Q18034402
6487,PRDX6,Müller cells,Q101405097,Q18034402
6488,PRDX6,Tanycytes,Q101405074,Q18034402
6489,CRB1,Müller cells,Q101405096,Q18037166
6490,CRB1,Müller cells,Q101405097,Q18037166
6491,SFTPA1,Müller cells,Q101405096,Q18060624
6492,SFTPA1,Müller cells,Q101405097,Q18060624
6493,SFTPA1,Pulmonary alveolar type II cells,Q101404950,Q18060624
6494,CEACAM8,Myeloid-derived suppressor cells,Q101062473,Q17861559
6495,CEACAM8,Myeloid-derived suppressor cells,Q101404944,Q17861559
6496,CEACAM8,Neutrophils,Q101405102,Q17861559
6497,CD1D,Myeloid-derived suppressor cells,Q101062473,Q14905526
6498,CD1D,Myeloid-derived suppressor cells,Q101404944,Q14905526
6499,CD1D,Thymocytes,Q101405038,Q14905526
6500,MYOG,Myoblasts,Q101404940,Q14906383
6501,MYOG,Myocytes,Q101404903,Q14906383
6502,CDH15,Myoblasts,Q101404940,Q17860104
6503,CDH15,Myocytes,Q101404903,Q17860104
6504,CDH15,Satellite cells,Q101404953,Q17860104
6505,MYF5,Myoblasts,Q101404940,Q18029725
6506,MYF5,Myocytes,Q101404903,Q18029725
6507,MYF5,Satellite cells,Q101404953,Q18029725
6508,MYOD1,Myoblasts,Q101404940,Q14864492
6509,MYOD1,Myocytes,Q101404903,Q14864492
6510,MYOD1,Satellite cells,Q101404953,Q14864492
6511,MUSK,Myoblasts,Q101404940,Q18029677
6512,STK40,Myoblasts,Q101404940,Q18047332
6513,TNFRSF12A,Myoblasts,Q101404940,Q18040221
6514,TNFRSF12A,Satellite cells,Q101404953,Q18040221
6515,MYD88,Myoblasts,Q101404940,Q14905557
6516,SIX1,Myoblasts,Q101404940,Q18031509
6517,SIX1,Myocytes,Q101404903,Q18031509
6518,SIX1,Satellite cells,Q101404953,Q18031509
6519,PDZRN3,Myoblasts,Q101404940,Q18036663
6520,TNNI2,Myocytes,Q101404903,Q18032048
6521,TNNT1,Myocytes,Q101404903,Q18032050
6522,TNNT3,Myocytes,Q101404903,Q18032052
6523,TNNC2,Myocytes,Q101404903,Q18032038
6524,ACTN3,Myocytes,Q101404903,Q17709323
6525,ANKRD2,Myocytes,Q101404903,Q4652992
6526,CAPZA3,Myocytes,Q101404903,Q18048737
6527,CLOCK,Myocytes,Q101404903,Q14908739
6528,ITGA7,Myocytes,Q101404903,Q18028020
6529,ITGA7,Satellite cells,Q101404953,Q18028020
6530,LDB1,Myocytes,Q101404903,Q18033488
6531,LDB3,Myocytes,Q101404903,Q18036165
6532,MSTN,Myocytes,Q101404903,Q14864102
6533,MSTN,Satellite cells,Q101404953,Q14864102
6534,MYH1,Myocytes,Q101404903,Q18029730
6535,MYH4,Myocytes,Q101404903,Q18029739
6536,MYH8,Myocytes,Q101404903,Q18029745
6537,NBR1,Myocytes,Q101404903,Q18028753
6538,NEB,Myocytes,Q101404903,Q3117355
6539,NID1,Myocytes,Q101404903,Q14866305
6540,NID2,Myocytes,Q101404903,Q18036493
6541,TMOD4,Myocytes,Q101404903,Q18039637
6542,SIX4,Myocytes,Q101404903,Q18040590
6543,CAV3,Myocytes,Q101404903,Q14901714
6544,DLL1,Myocytes,Q101404903,Q18039045
6545,DLL1,Paneth cells,Q101405040,Q18039045
6546,DOCK1,Myocytes,Q101404903,Q17914048
6547,DOCK1,Podocytes,Q101405039,Q17914048
6548,DOCK5,Myocytes,Q101404903,Q18046526
6549,DOCK5,Podocytes,Q101405039,Q18046526
6550,IQSEC1,Myocytes,Q101404903,Q18034884
6551,MYH14,Myocytes,Q101404903,Q18046347
6552,NPHS1,Myocytes,Q101404903,Q14907393
6553,NPHS1,Podocytes,Q101405039,Q14907393
6554,PRKCQ,Myocytes,Q101404903,Q18030780
6555,PTGIR,Myocytes,Q101404903,Q18030904
6556,PTK2,Myocytes,Q101404903,Q15333532
6557,PXN,Myocytes,Q101404903,Q14906591
6558,PXN,Myoepithelial cells,Q101404924,Q14906591
6559,TRIO,Myocytes,Q101404903,Q4864556
6560,WASHC1,Myocytes,Q101404903,Q18065478
6561,WIPF1,Myocytes,Q101404903,Q18032345
6562,WIPF1,Platelets,Q101404882,Q18032345
6563,EDN1,Myocytes,Q101404903,Q18023132
6564,MEF2A,Myocytes,Q101404903,Q18028999
6565,MEF2B,Myocytes,Q101404903,Q18065430
6566,MEF2D,Myocytes,Q101404903,Q18029011
6567,POPDC2,Myocytes,Q101404903,Q18045554
6568,MYLPF,Myocytes,Q101404903,Q18039680
6569,MYOZ1,Myocytes,Q101404903,Q18045054
6570,THBS4,Myocytes,Q101404903,Q18031981
6571,CA3,Myoepithelial cells,Q101404924,Q5038047
6572,MDFI,Myoepithelial cells,Q101404924,Q6715136
6573,GRWD1,Myoepithelial cells,Q101404924,Q18047260
6574,SMIM3,Myoepithelial cells,Q101404924,Q18047965
6575,IL12RB2,Natural killer T cells,Q101404895,Q18027877
6576,IL17RA,Natural killer T cells,Q101404895,Q18037634
6577,IL12RB1,Natural killer T cells,Q101404895,Q18027875
6578,KLRB1,Natural killer T cells,Q101404895,Q18028307
6579,KLRB1,NK cells,Q101404899,Q18028307
6580,KLRB1,T cells,Q101405075,Q18028307
6581,KLRB1,T helper cells,Q101423298,Q18028307
6582,KLRB1,T helper cells,Q101404876,Q18028307
6583,ITGB2,Natural killer T cells,Q101404895,Q14912067
6584,ITGB2,Platelets,Q101404882,Q14912067
6585,MAP3K8,Natural killer T cells,Q101404895,Q17908803
6586,MAP3K8,Plasmacytoid dendritic cells,Q101405033,Q17908803
6587,TNFRSF8,Natural killer T cells,Q101404895,Q14877371
6588,IL2RB,Natural killer T cells,Q101404895,Q18027822
6589,IL2RB,NK cells,Q101404899,Q18027822
6590,IL2RB,T cells,Q101405075,Q18027822
6591,TBX21,Natural killer T cells,Q101404895,Q18039765
6592,TBX21,NK cells,Q101404899,Q18039765
6593,TBX21,T helper cells,Q101423298,Q18039765
6594,TBX21,T helper cells,Q101404876,Q18039765
6595,NCAM1,Natural killer T cells,Q101404895,Q14865331
6596,NCAM1,Neuroblasts,Q101405031,Q14865331
6597,NCAM1,Satellite cells,Q101404953,Q14865331
6598,STYK1,Natural killer T cells,Q101404895,Q18041797
6599,STYK1,NK cells,Q101404899,Q18041797
6600,TCF7,Natural killer T cells,Q101404895,Q18031870
6601,TCF7,T cells,Q101405075,Q18031870
6602,TCF7,T memory cells,Q101405071,Q18031870
6603,SOX1,Neural stem/precursor cells,Q101405041,Q18031648
6604,IGF1R,Neural stem/precursor cells,Q101405041,Q14901457
6605,SP8,Neural stem/precursor cells,Q101405041,Q20970083
6606,SP8,Neuroblasts,Q101405031,Q20970083
6607,RBM3,Neural stem/precursor cells,Q101405041,Q18031062
6608,SOX3,Neural stem/precursor cells,Q101405041,Q18031650
6609,NEUROD4,Neural stem/precursor cells,Q101405041,Q18044768
6610,NEUROD4,Photoreceptor cells,Q101404878,Q18044768
6611,NEUROD4,Photoreceptor cells,Q101404879,Q18044768
6612,NEUROG1,Neural stem/precursor cells,Q101405041,Q18030059
6613,NEUROG1,Neuroblasts,Q101405031,Q18030059
6614,NHLH1,Neural stem/precursor cells,Q101405041,Q18030132
6615,PPP1R17,Neural stem/precursor cells,Q101405041,Q18035882
6616,TMTC4,Neural stem/precursor cells,Q101405041,Q18047859
6617,PLEKHH2,Neural stem/precursor cells,Q101405041,Q18049977
6618,PLEKHH2,Podocytes,Q101405039,Q18049977
6619,PARP12,Neural stem/precursor cells,Q101405041,Q18045735
6620,INAFM2,Neural stem/precursor cells,Q101405041,Q20768022
6621,ISG15,Neural stem/precursor cells,Q101405041,Q18034520
6622,IFI44,Neural stem/precursor cells,Q101405041,Q18035485
6623,MGAT5,Neural stem/precursor cells,Q101405041,Q18029085
6624,PBK,Neural stem/precursor cells,Q101405041,Q18042131
6625,CBX3,Neural stem/precursor cells,Q101405041,Q15311509
6626,SP9,Neural stem/precursor cells,Q101405041,Q18063371
6627,SP9,Neuroblasts,Q101405031,Q18063371
6628,LHX9,Neural stem/precursor cells,Q101405041,Q18042706
6629,DBX1,Neural stem/precursor cells,Q101405041,Q18049388
6630,DLL3,Neural stem/precursor cells,Q101405041,Q18035604
6631,DLL3,Neuroblasts,Q101405031,Q18035604
6632,OTX1,Neural stem/precursor cells,Q101405041,Q18030308
6633,HES5,Neural stem/precursor cells,Q101405041,Q18056532
6634,HES5,Radial glia cells,Q101404897,Q18056532
6635,HES5,Sertoli cells,Q101404909,Q18056532
6636,PRSS56,Neural stem/precursor cells,Q101405041,Q18060359
6637,ID4,Neural stem/precursor cells,Q101405041,Q18027509
6638,DCX,Neural stem/precursor cells,Q101405041,Q14912973
6639,DCX,Neuroblasts,Q101405031,Q14912973
6640,CCND2,Neural stem/precursor cells,Q101405041,Q5198271
6641,SALL3,Neuroblasts,Q101405031,Q18038686
6642,DRAXIN,Neuroblasts,Q101405031,Q18056119
6643,ERBB4,Neuroblasts,Q101405031,Q17917202
6644,TRIM32,Neuroblasts,Q101405031,Q18036619
6645,TRIM32,Pluripotent stem cells,Q101405055,Q18036619
6646,TRIM32,Satellite cells,Q101404953,Q18036619
6647,IGFBPL1,Neuroblasts,Q101405031,Q18055692
6648,PHF1,Neuroblasts,Q101405031,Q18030514
6649,MAPK7,Neuroblasts,Q101405031,Q18030789
6650,PROKR2,Neuroblasts,Q101405031,Q18049896
6651,POU6F2,Neuroblasts,Q101405031,Q18036455
6652,POU6F2,Retinal ganglion cells,Q101405117,Q18036455
6653,EFNA2,Neuroblasts,Q101405031,Q17916055
6654,CCKAR,Neuroblasts,Q101405031,Q5104298
6655,GRM5,Neuroblasts,Q101405031,Q18026547
6656,GRM5,Neuroendocrine cells,Q101405206,Q18026547
6657,GRM5,Neurons,Q101405104,Q18026547
6658,GRM5,Pyramidal cells,Q101404930,Q18026547
6659,EZH2,Neuroblasts,Q101405031,Q17917770
6660,MARK2,Neuroblasts,Q101405031,Q17916776
6661,NCAN,Neuroblasts,Q101405031,Q15996896
6662,EPHA4,Neuroblasts,Q101405031,Q18250397
6663,TACC3,Neuroblasts,Q101405031,Q18035402
6664,TUBB3,Neuroblasts,Q101405031,Q18035338
6665,TUBB3,Neurons,Q101405104,Q18035338
6666,SIRT1,Neuroblasts,Q101405031,Q18037159
6667,SIRT1,Trophoblast cells,Q101404927,Q18037159
6668,PROS1,Neuroblasts,Q101405031,Q14864939
