,official gene symbol,cell type
7235,DAB1,Pyramidal cells
7236,CCM2,Pyramidal cells
7237,MAP2,Pyramidal cells
7238,CALB1,Pyramidal cells
7239,ADRB2,Pyramidal cells
7240,RTN4,Pyramidal cells
7241,PDE2A,Pyramidal cells
7242,KCNB1,Pyramidal cells
7243,KCNB2,Pyramidal cells
7244,KCNQ2,Pyramidal cells
7245,KCNQ3,Pyramidal cells
7246,SATB2,Pyramidal cells
7247,OXTR,Pyramidal cells
7248,CCK,Pyramidal cells
7249,KCND2,Pyramidal cells
7250,KCND3,Pyramidal cells
7251,PAX6,Radial glia cells
7252,SLC1A3,Radial glia cells
7253,PDGFD,Radial glia cells
7254,GLI3,Radial glia cells
7255,NOTCH3,Radial glia cells
7256,VCAM1,Radial glia cells
7257,HES5,Radial glia cells
7258,OLIG2,Radial glia cells
7259,GFAP,Radial glia cells
7260,EMX2,Radial glia cells
7261,CDH4,Radial glia cells
7262,SPRY1,Radial glia cells
7263,AXIN2,Radial glia cells
7264,RIIAD1,Radial glia cells
7265,HMOX1,Red pulp macrophages
7266,TREML4,Red pulp macrophages
7267,CD86,Red pulp macrophages
7268,NR1H3,Red pulp macrophages
7269,SLC11A1,Red pulp macrophages
7270,ADGRE1,Red pulp macrophages
7271,MERTK,Red pulp macrophages
7272,CCR3,Red pulp macrophages
7273,SPIC,Red pulp macrophages
7274,SLC40A1,Red pulp macrophages
7275,VCAM1,Red pulp macrophages
7276,SIGLEC1,Red pulp macrophages
7277,RUVBL1,Reticulocytes
7278,TFRC,Reticulocytes
7279,UCP3,Reticulocytes
7280,FOLR1,Reticulocytes
7281,UBE2O,Reticulocytes
7282,CD36,Reticulocytes
7283,ITGA4,Reticulocytes
7284,SLC11A2,Reticulocytes
7285,PRKCA,Retinal ganglion cells
7286,NGF,Retinal ganglion cells
7287,POU4F2,Retinal ganglion cells
7288,NHLH2,Retinal ganglion cells
7289,RNU1-1,Retinal ganglion cells
7290,ATF6B,Retinal ganglion cells
7291,SNX16,Retinal ganglion cells
7292,IRX5,Retinal ganglion cells
7293,YDJC,Retinal ganglion cells
7294,DPP10,Retinal ganglion cells
7295,SHD,Retinal ganglion cells
7296,SMIM18,Retinal ganglion cells
7297,GALNT14,Retinal ganglion cells
7298,CHRNB3,Retinal ganglion cells
7299,THEM4,Retinal ganglion cells
7300,SCAPER,Retinal ganglion cells
7301,GALNTL6,Retinal ganglion cells
7302,CCDC184,Retinal ganglion cells
7303,NKAIN3,Retinal ganglion cells
7304,LHFPL5,Retinal ganglion cells
7305,SRRM3,Retinal ganglion cells
7306,GALNT9,Retinal ganglion cells
7307,MTUS2,Retinal ganglion cells
7308,IGLON5,Retinal ganglion cells
7309,DCTN1,Retinal ganglion cells
7310,GGT7,Retinal ganglion cells
7311,BTBD10,Retinal ganglion cells
7312,EFNA3,Retinal ganglion cells
7313,SLC29A4,Retinal ganglion cells
7314,STOML1,Retinal ganglion cells
7315,FBXO44,Retinal ganglion cells
7316,NELL1,Retinal ganglion cells
7317,RTN2,Retinal ganglion cells
7318,BBC3,Retinal ganglion cells
7319,EVC2,Retinal ganglion cells
7320,SYT16,Retinal ganglion cells
7321,CPNE5,Retinal ganglion cells
7322,TTLL1,Retinal ganglion cells
7323,GPHN,Retinal ganglion cells
7324,SIX6,Retinal ganglion cells
7325,ABLIM3,Retinal ganglion cells
7326,POU6F2,Retinal ganglion cells
7327,GRIP1,Retinal ganglion cells
7329,TOX2,Retinal ganglion cells
7330,NARF,Retinal ganglion cells
7331,BARHL2,Retinal ganglion cells
7332,DTX1,Retinal ganglion cells
7333,MAB21L2,Retinal ganglion cells
7334,KCTD8,Retinal ganglion cells
7335,CPNE4,Retinal ganglion cells
7336,KLHDC8A,Retinal ganglion cells
7337,IRX6,Retinal ganglion cells
7338,CHRNA6,Retinal ganglion cells
7339,CACNB3,Retinal ganglion cells
7340,CSDC2,Retinal ganglion cells
7341,AKAP7,Retinal ganglion cells
7342,HPCA,Retinal ganglion cells
7343,ISL1,Retinal ganglion cells
7344,SLC17A6,Retinal ganglion cells
7345,FGF12,Retinal ganglion cells
7346,DNER,Retinal ganglion cells
7347,TMEM163,Retinal ganglion cells
7348,RBPMS,Retinal ganglion cells
7349,POU4F1,Retinal ganglion cells
7350,RBPMS2,Retinal ganglion cells
7351,CDK14,Retinal ganglion cells
7352,FXYD7,Retinal ganglion cells
7353,NEFM,Retinal ganglion cells
7354,SNCG,Retinal ganglion cells
7355,PAX6,Retinal progenitor cells
7356,CALB2,Retinal progenitor cells
7357,SIX6,Retinal progenitor cells
7358,RHO,Retinal progenitor cells
7359,SIX3,Retinal progenitor cells
7360,NEFH,Retinal progenitor cells
7361,LGR5,Retinal progenitor cells
7362,SAG,Retinal progenitor cells
7363,RAX,Retinal progenitor cells
7364,NOTCH1,Retinal progenitor cells
7365,HES1,Retinal progenitor cells
7366,MSI1,Retinal progenitor cells
7367,SOX9,Retinal progenitor cells
7373,KRT14,Salivary mucous cells
7375,PIP,Salivary mucous cells
7376,MUCL1,Salivary mucous cells
7377,CNN1,Salivary mucous cells
7378,THBS1,Salivary mucous cells
7380,MYH11,Salivary mucous cells
7381,KRT17,Salivary mucous cells
7382,PAX7,Satellite cells
7383,DMD,Satellite cells
7384,CDH1,Satellite cells
7385,ERBB2,Satellite cells
7386,PAX3,Satellite cells
7387,MYF5,Satellite cells
7388,CDH15,Satellite cells
7389,CXCR4,Satellite cells
7390,FOXK1,Satellite cells
7391,ITGA7,Satellite cells
7392,TCF21,Satellite cells
7393,ISL1,Satellite cells
7394,MESP1,Satellite cells
7395,MET,Satellite cells
7396,CALCR,Satellite cells
7397,ASB5,Satellite cells
7398,SRXN1,Satellite cells
7399,BDKRB1,Satellite cells
7400,CDCP1,Satellite cells
7401,VCAM1,Satellite cells
7402,MYOD1,Satellite cells
7403,SOX8,Satellite cells
7404,SPRY1,Satellite cells
7405,CXCL1,Satellite cells
7406,HMOX1,Satellite cells
7407,TNFRSF12A,Satellite cells
7408,RUNX1,Satellite cells
7409,BARX2,Satellite cells
7410,TRIM32,Satellite cells
7411,VAMP2,Satellite cells
7412,PEG3,Satellite cells
7413,MSTN,Satellite cells
7415,SCRIB,Satellite cells
7416,NFATC2,Satellite cells
7417,IRF2,Satellite cells
7418,BMI1,Satellite cells
7419,SIX1,Satellite cells
7420,HOXC10,Satellite cells
7421,NOTCH3,Satellite cells
7422,HEYL,Satellite cells
7423,GAL,Satellite cells
7424,NCAM1,Satellite cells
7425,CAV1,Satellite cells
7426,GLUL,Satellite glial cells
7427,GFAP,Satellite glial cells
7428,EDNRB,Satellite glial cells
7429,BDKRB2,Satellite glial cells
7430,TGFA,Satellite glial cells
7431,EPOR,Satellite glial cells
7432,TNF,Satellite glial cells
7433,IL6,Satellite glial cells
7434,MAPK1,Satellite glial cells
7435,JAK2,Satellite glial cells
7436,SSTR1,Satellite glial cells
7437,SLC6A1,Satellite glial cells
7438,PTGDS,Satellite glial cells
7439,SOX2,Satellite glial cells
7440,CDH1,Satellite glial cells
7441,CXCL8,Satellite glial cells
7442,KCNJ10,Satellite glial cells
7443,AQP4,Satellite glial cells
7444,CNGA3,Satellite glial cells
7445,TLR4,Satellite glial cells
7446,P2RY12,Satellite glial cells
7447,P2RX7,Satellite glial cells
7448,SLC1A3,Satellite glial cells
7449,IL17A,Satellite glial cells
7450,MPZ,Schwann cells
7451,ITGB4,Schwann cells
7452,LAMC1,Schwann cells
7453,S100B,Schwann cells
7454,POU3F1,Schwann cells
7455,GFAP,Schwann cells
7456,MAG,Schwann cells
7457,OLIG1,Schwann cells
7458,TST,Schwann cells
7459,NDRG1,Schwann cells
7460,CTHRC1,Schwann cells
7461,NF2,Schwann cells
7462,SEPT9,Schwann cells
7463,AGR2,Schwann cells
7464,NGFR,Schwann cells
7465,CLDN19,Schwann cells
7466,PRX,Schwann cells
7467,NTRK1,Schwann cells
7468,ART3,Schwann cells
7469,BCAS1,Schwann cells
7470,NPY,Schwann cells
7471,ASPA,Schwann cells
7472,LGI4,Schwann cells
7473,BAG3,Schwann cells
7474,RXRG,Schwann cells
7475,SOX10,Schwann cells
7476,CMTM5,Schwann cells
7477,BCHE,Schwann cells
7478,EGFL8,Schwann cells
7479,GFRA3,Schwann cells
7480,SEMA3B,Schwann cells
7481,MATN2,Schwann cells
7482,SCN7A,Schwann cells
7483,CD82,Schwann cells
7484,TAGLN,Schwann cells
7485,NOV,Schwann cells
7486,ALDOC,Schwann cells
7487,APOD,Schwann cells
7488,CRYAB,Schwann cells
7489,PLP1,Schwann cells
7490,PMP22,Schwann cells
7491,CADM4,Schwann cells
7492,KCNA1,Schwann cells
7493,CNP,Schwann cells
7494,GPR37L1,Schwann cells
7495,NRN1,Schwann cells
7497,STMN1,Schwann cells
7498,CAMP,Sebocytes
7499,IHH,Sebocytes
7500,CRHR1,Sebocytes
7501,CALCA,Sebocytes
7502,F2RL1,Sebocytes
7503,KLF5,Sebocytes
7504,EXO1,Sebocytes
7505,CRH,Sebocytes
7506,CEBPB,Sebocytes
7507,CDH1,Sebocytes
7508,LTA4H,Sebocytes
7509,RDH12,Sebocytes
7510,CEBPA,Sebocytes
7511,ADIPOR1,Sebocytes
7512,S100A7,Sebocytes
7513,ANGPTL4,Sebocytes
7514,CYP24A1,Sebocytes
7515,PTGER2,Sebocytes
7516,CNR2,Sebocytes
7517,KRT7,Sebocytes
7518,SRD5A2,Sebocytes
7519,FFAR2,Sebocytes
7520,FFAR3,Sebocytes
7521,MUC1,Sebocytes
7522,HRH1,Sebocytes
7523,TPH1,Serotonergic neurons
7524,SLC6A4,Serotonergic neurons
7525,FEV,Serotonergic neurons
7526,TPH2,Serotonergic neurons
7527,DDC,Serotonergic neurons
7528,SLC18A2,Serotonergic neurons
7529,ESM1,Serotonergic neurons
7530,SLC22A3,Serotonergic neurons
7531,KITLG,Sertoli cells
7532,AMH,Sertoli cells
7533,INHBB,Sertoli cells
7534,SHBG,Sertoli cells
7535,GATA1,Sertoli cells
7536,GATA4,Sertoli cells
7537,DHH,Sertoli cells
7538,AR,Sertoli cells
7539,GDNF,Sertoli cells
7540,MAFB,Sertoli cells
7541,GAMT,Sertoli cells
7542,MEIG1,Sertoli cells
7544,HES5,Sertoli cells
7546,NF2,Sertoli cells
7547,INHA,Sertoli cells
7548,DES,Sertoli cells
7549,FAS,Sertoli cells
7550,FASLG,Sertoli cells
7551,TF,Sertoli cells
7552,WT1,Sertoli cells
7553,AARD,Sertoli cells
7556,CST9,Sertoli cells
7560,TMEM184A,Sertoli cells
7561,WNT6,Sertoli cells
7562,MRO,Sertoli cells
7563,HSD17B3,Sertoli cells
7564,AMHR2,Sertoli cells
7565,SEMA5B,Sertoli cells
7566,SCX,Sertoli cells
7567,HSD17B1,Sertoli cells
7569,STIM1,Sertoli cells
7570,ANKRD7,Sertoli cells
7571,PHF7,Sertoli cells
7572,CXCL12,Sertoli cells
7573,STAR,Sertoli cells
7574,WFDC2,Sertoli cells
7575,PRND,Sertoli cells
7576,HSPBAP1,Sertoli cells
7577,NXF3,Sertoli cells
7578,GBA2,Sertoli cells
7579,PADI2,Sertoli cells
7580,ABCG8,Sertoli cells
7581,DIAPH2,Sertoli cells
7582,CTSA,Sertoli cells
7583,PFKFB3,Sertoli cells
7584,MSI1,Sertoli cells
7585,NOTCH2,Sertoli cells
7586,GATA6,Sertoli cells
7587,CLDN11,Sertoli cells
7588,OCLN,Sertoli cells
7590,SERPINB9,Sertoli cells
7591,SERPING1,Sertoli cells
7592,CD55,Sertoli cells
7593,CD46,Sertoli cells
7594,CLU,Sertoli cells
7595,FSHR,Sertoli cells
7596,RXRB,Sertoli cells
7597,PRLR,Sertoli cells
7598,SLC16A3,Sertoli cells
7599,EPS8,Sertoli cells
7600,NR1H2,Sertoli cells
7601,BCAR3,Sertoli cells
7602,SOX9,Sertoli cells
7603,ACTA2,Smooth muscle cells
7604,CNN1,Smooth muscle cells
7605,HEXIM1,Smooth muscle cells
7606,TAGLN,Smooth muscle cells
7607,RGS5,Smooth muscle cells
7608,WFDC1,Smooth muscle cells
7609,NOTCH3,Smooth muscle cells
7610,RPRM,Smooth muscle cells
7611,DES,Smooth muscle cells
7612,FHL2,Smooth muscle cells
7613,FBLN5,Smooth muscle cells
7614,LOX,Smooth muscle cells
7615,NF2,Smooth muscle cells
7616,ANGPT1,Smooth muscle cells
7617,CRABP1,Smooth muscle cells
7618,MYH11,Smooth muscle cells
7619,FABP4,Smooth muscle cells
7620,ACTC1,Smooth muscle cells
7621,ANKRD1,Smooth muscle cells
7622,OBSCN,Smooth muscle cells
7623,PDE4DIP,Smooth muscle cells
7624,LMO7,Smooth muscle cells
7625,MYH6,Smooth muscle cells
7626,NEXN,Smooth muscle cells
7627,ACTG2,Smooth muscle cells
7628,MUSTN1,Smooth muscle cells
7629,SOD3,Smooth muscle cells
7630,HSPB6,Smooth muscle cells
7631,RRAD,Smooth muscle cells
7632,LMOD1,Smooth muscle cells
7633,ITGA1,Smooth muscle cells
7634,SPEG,Smooth muscle cells
7635,EHD2,Smooth muscle cells
7636,RBPMS2,Smooth muscle cells
7637,MAP3K7CL,Smooth muscle cells
7638,SLC38A11,Smooth muscle cells
7639,GJA4,Smooth muscle cells
7640,KAT2B,Smooth muscle cells
7641,LGR6,Smooth muscle cells
7642,MSRB3,Smooth muscle cells
7643,AKT2,Smooth muscle cells
7644,RASL12,Smooth muscle cells
7645,ZBTB44,Smooth muscle cells
7646,WWP2,Smooth muscle cells
7647,SSPN,Smooth muscle cells
7648,OTUD1,Smooth muscle cells
7649,FAS,Smooth muscle cells
7650,VASN,Smooth muscle cells
7651,PDGFD,Smooth muscle cells
7652,SMOC1,Smooth muscle cells
7653,AAED1,Smooth muscle cells
7654,AOC3,Smooth muscle cells
7655,SEC24D,Smooth muscle cells
7656,KCNAB1,Smooth muscle cells
7657,MYLK4,Smooth muscle cells
7658,KIF1C,Smooth muscle cells
7659,MRVI1,Smooth muscle cells
7660,JPH2,Smooth muscle cells
7661,ITGA9,Smooth muscle cells
7662,KCNMB1,Smooth muscle cells
7663,NOX4,Smooth muscle cells
7664,NOV,Smooth muscle cells
7665,DMPK,Smooth muscle cells
7666,SH3BGR,Smooth muscle cells
7667,ITGA8,Smooth muscle cells
7668,TCF21,Smooth muscle cells
7669,ADAMDEC1,Smooth muscle cells
7670,HHIP,Smooth muscle cells
7671,MFAP5,Smooth muscle cells
7672,SPON2,Smooth muscle cells
7673,LAMB2,Smooth muscle cells
7674,GJC1,Smooth muscle cells
7675,ACKR3,Smooth muscle cells
7676,OGN,Smooth muscle cells
7677,SMTN,Smooth muscle cells
7678,BGN,Smooth muscle cells
7679,MYL9,Smooth muscle cells
7680,MYLK,Smooth muscle cells
7681,PCP4L1,Smooth muscle cells
7682,SNCG,Smooth muscle cells
7683,PLN,Smooth muscle cells
7684,NRP2,Smooth muscle cells
7685,CAPN1,Spermatocytes
7686,JAKMIP1,Spermatocytes
7687,SMCP,Spermatocytes
7688,GKAP1,Spermatocytes
7689,SPATA33,Spermatocytes
7690,NOTCH3,Spermatocytes
7691,GCNA,Spermatocytes
7692,TP73,Spermatocytes
7693,PGK2,Spermatocytes
7694,ACR,Spermatocytes
7695,SYCP1,Spermatocytes
7696,SYCP2,Spermatocytes
7697,SYCP3,Spermatocytes
7698,TXNDC8,Spermatocytes
7699,TEX101,Spermatocytes
7700,CD46,Spermatocytes
7701,INHBB,Spermatocytes
7702,PRM1,Spermatocytes
7703,PRM2,Spermatocytes
7704,IGF2,Spermatocytes
7705,TNP1,Spermatocytes
7706,OSR2,Spermatocytes
7707,ABHD2,Spermatozoa
7708,HVCN1,Spermatozoa
7709,GPR55,Spermatozoa
7710,ABCA1,Spermatozoa
7711,SLC31A1,Spermatozoa
7712,LDHC,Spermatozoa
7713,PRKAA2,Spermatozoa
7714,HSPA2,Spermatozoa
7715,ODF1,Spermatozoa
7716,MMP1,Stromal cells
7717,MMP2,Stromal cells
7718,MMP9,Stromal cells
7719,TLR3,Stromal cells
7720,MME,Stromal cells
7721,PECAM1,Stromal cells
7722,ITGA4,Stromal cells
7723,ICAM3,Stromal cells
7724,ITGAV,Stromal cells
7725,ICAM1,Stromal cells
7726,VCAM1,Stromal cells
7727,KIT,Stromal cells
7728,PDGFRA,Stromal cells
7729,PDGFRB,Stromal cells
7730,MADCAM1,Stromal cells
7731,B4GALNT1,Stromal cells
7732,TLR1,Stromal cells
7733,TLR2,Stromal cells
7734,TLR4,Stromal cells
7735,CDH11,Stromal cells
7736,CALB2,Stromal cells
7737,DES,Stromal cells
7738,MMRN2,Stromal cells
7739,CD248,Stromal cells
7740,FAP,Stromal cells
7741,LAMC2,Stromal cells
7742,SNED1,Stromal cells
7743,TNC,Stromal cells
7744,LUM,Stromal cells
7745,COL15A1,Stromal cells
7746,GDF10,Stromal cells
7747,COL4A1,Stromal cells
7748,BMP4,Stromal cells
7749,WNT2,Stromal cells
7750,BMP5,Stromal cells
7751,CD3D,T cells
7752,CD3G,T cells
7753,CD3E,T cells
7754,HOPX,T cells
7755,CCL3,T cells
7756,CCL4,T cells
7757,GIMAP2,T cells
7758,SYT3,T cells
7759,NOTCH3,T cells
7760,SEMA6D,T cells
7761,DKK3,T cells
7762,IFIT3,T cells
7763,CERK,T cells
7765,PMCH,T cells
7766,CD4,T cells
7767,LTB,T cells
7769,CXCR6,T cells
7770,IL7R,T cells
7771,SATB1,T cells
7772,LEF1,T cells
7773,ITK,T cells
7774,TRBC2,T cells
7775,PTPRCAP,T cells
7776,GEM,T cells
7777,CD7,T cells
7778,MAFF,T cells
7779,TGIF1,T cells
7780,RORA,T cells
7781,TNFAIP3,T cells
7782,CREM,T cells
7783,PXDC1,T cells
7784,NABP1,T cells
7785,FAM110A,T cells
7786,EEF1B2P3,T cells
7787,TRAC,T cells
7788,CD69,T cells
7789,PFN1P1,T cells
7790,IL32,T cells
7791,CXCR4,T cells
7794,SEPT1,T cells
7795,BCL2,T cells
7796,CYTL1,T cells
7797,CD2,T cells
7798,CTSW,T cells
7799,PTPN22,T cells
7800,TXK,T cells
7801,GDPD3,T cells
7802,TRAF1,T cells
7803,IL2RA,T cells
7804,CD8B,T cells
7805,BATF3,T cells
7806,GZMH,T cells
7807,LAG3,T cells
7809,GZMK,T cells
7810,GZMB,T cells
7811,SH2D1A,T cells
7812,MYO1G,T cells
7813,FMNL1,T cells
7814,S1PR4,T cells
7815,CD247,T cells
7817,GIMAP5,T cells
7818,CD28,T cells
7819,CD160,T cells
7823,TRDC,T cells
7826,RHOH,T cells
7827,KLRB1,T cells
7828,CCR2,T cells
7829,IL2RB,T cells
7830,CD163L1,T cells
7832,MBD2,T cells
7833,ICOS,T cells
7834,IL18R1,T cells
7835,TNFRSF4,T cells
7836,CCL20,T cells
7837,CLEC2D,T cells
7838,CD8A,T cells
7839,CD6,T cells
7840,S100A4,T cells
7841,CCL5,T cells
7842,LCK,T cells
7843,CD81,T cells
7844,THY1,T cells
7845,LAT,T cells
7846,SKAP1,T cells
7847,TCF7,T cells
7848,CCR7,T cells
7849,MYB,T cells
7850,CCL4L2,T cells
7851,PYHIN1,T cells
7852,GZMA,T cells
7853,JUNB,T cells
7854,DUSP2,T cells
7855,IFNG,T cells
7856,CD52,T cells
7857,BRAF,T cells
7858,CD3D,T cells naive
7859,CD4,T cells naive
7860,SELL,T cells naive
7861,CCR7,T cells naive
7862,CD2,T cytotoxic cells
7863,CD27,T cytotoxic cells
7864,CD28,T cytotoxic cells
7865,CD5,T cytotoxic cells
7866,CD69,T cytotoxic cells
7867,CD8A,T cytotoxic cells
7868,GZMB,T cytotoxic cells
7869,TRAC,T cytotoxic cells
7870,BCL6,T follicular helper cells
7871,CD3D,T follicular helper cells
7872,CD4,T follicular helper cells
7873,CD84,T follicular helper cells
7874,IL6R,T follicular helper cells
7875,SLAMF1,T follicular helper cells
7876,CD40LG,T follicular helper cells
7877,CXCR5,T follicular helper cells
7878,TNFSF4,T follicular helper cells
7879,ICOS,T follicular helper cells
7880,PDCD1,T follicular helper cells
7881,CD200,T follicular helper cells
7882,P2RX7,T follicular helper cells
7883,IFNG,T helper cells
7884,IL2,T helper cells
7885,TBX21,T helper cells
7886,DPP4,T helper cells
7887,KLRD1,T helper cells
7888,CXCR3,T helper cells
7889,CCR1,T helper cells
7890,CCR5,T helper cells
7891,TNFSF11,T helper cells
7892,HAVCR2,T helper cells
7893,IL18R1,T helper cells
7894,LTBR,T helper cells
7895,TNF,T helper cells
7896,LTA,T helper cells
7897,GATA3,T helper cells
7898,CSF2,T helper cells
7899,IL4,T helper cells
7900,IL5,T helper cells
7901,IL6,T helper cells
7902,IL10,T helper cells
7903,IL13,T helper cells
7904,CCR8,T helper cells
7905,CXCR4,T helper cells
7906,CCR3,T helper cells
7907,CCR7,T helper cells
7908,ICOS,T helper cells
7909,PTGDR2,T helper cells
7910,HAVCR1,T helper cells
7911,IL1R2,T helper cells
7912,IRF4,T helper cells
7913,STAT6,T helper cells
7914,IL17A,T helper cells
7915,IL17F,T helper cells
7916,IL21,T helper cells
7917,IL22,T helper cells
7918,RORA,T helper cells
7919,RORC,T helper cells
7921,CD38,T helper cells
7922,KLRB1,T helper cells
7923,AHR,T helper cells
7924,CCR10,T helper cells
7925,CD3D,T helper cells
7926,CD4,T helper cells
7927,CCR4,T helper cells
7928,CCR6,T helper cells
7929,IL9,T helper cells
7930,CD2,T helper cells
7931,CD28,T helper cells
7932,CD5,T helper cells
7933,IL1RL1,T helper cells
7934,FOXP3,T helper cells
7935,CD3G,T helper cells
7936,TNFRSF4,T helper cells
7938,CD40LG,T helper cells
7939,IL17RB,T helper cells
7940,HPGDS,T helper cells
7941,NFATC2,T helper cells
7942,NFKB1,T helper cells
7943,NR3C1,T helper cells
7944,PPARG,T helper cells
7945,SELL,T memory cells
7946,CCR7,T memory cells
7947,CD4,T memory cells
7948,CCR5,T memory cells
7949,CD69,T memory cells
7950,ITGB5,T memory cells
7951,BCL2,T memory cells
7952,GRAP2,T memory cells
7953,TBC1D10C,T memory cells
7954,CYTIP,T memory cells
7955,KPNA4,T memory cells
7956,CD247,T memory cells
7957,EPSTI1,T memory cells
7958,APBB1IP,T memory cells
7959,CD27,T memory cells
7960,RHOH,T memory cells
7961,GIMAP1,T memory cells
7962,ACP5,T memory cells
7963,IKZF1,T memory cells
7964,SP100,T memory cells
7965,DGKA,T memory cells
7966,IL7R,T memory cells
7967,ITGB7,T memory cells
7968,NKG7,T memory cells
7969,CD28,T memory cells
7973,BIN2,T memory cells
7974,RAPGEF6,T memory cells
7975,ARHGEF1,T memory cells
7977,S100A9,T memory cells
7979,ARHGAP15,T memory cells
7980,CD3E,T memory cells
7981,SKAP1,T memory cells
7982,GIMAP4,T memory cells
7983,CD2,T memory cells
7984,PTPRC,T memory cells
7985,LAT,T memory cells
7987,TCF7,T memory cells
7988,LEF1,T memory cells
7989,SEPT1,T memory cells
7990,ARHGAP45,T memory cells
7991,SATB1,T memory cells
7992,PTPRCAP,T memory cells
7993,S100A8,T memory cells
7994,LTB,T memory cells
7995,LCK,T memory cells
7997,TRAC,T memory cells
7998,CD3G,T memory cells
7999,CD3D,T memory cells
8001,TRBC2,T memory cells
8002,CD7,T memory cells
8003,CXCR6,T memory cells
8004,ICOS,T memory cells
8005,CCR6,T memory cells
8006,ITGAE,T memory cells
8007,ENPP1,T memory cells
8008,FOXP3,T regulatory cells
8009,IKZF2,T regulatory cells
8010,CD4,T regulatory cells
8011,IL2RA,T regulatory cells
8012,ENTPD1,T regulatory cells
8013,SELL,T regulatory cells
8014,NT5E,T regulatory cells
8015,ITGAE,T regulatory cells
8016,TNFRSF4,T regulatory cells
8017,CTLA4,T regulatory cells
8018,CCR4,T regulatory cells
8019,LAG3,T regulatory cells
8020,IZUMO1R,T regulatory cells
8021,CNGB1,T regulatory cells
8022,TNFRSF18,T regulatory cells
8023,MAF,T regulatory cells
8024,IL10,T regulatory cells
8025,IL1R1,T regulatory cells
8026,ITGB8,T regulatory cells
8027,LRRC32,T regulatory cells
8028,FOLR1,T regulatory cells
8029,GPR50,Tanycytes
8030,DRD2,Tanycytes
8031,DIO2,Tanycytes
8032,COL23A1,Tanycytes
8033,SLC16A2,Tanycytes
8034,LHX2,Tanycytes
8035,PTN,Tanycytes
8036,SLC17A8,Tanycytes
8037,COL25A1,Tanycytes
8038,RAX,Tanycytes
8039,PRDX6,Tanycytes
8041,CRYM,Tanycytes
8042,VCAN,Tanycytes
8043,FRZB,Tanycytes
8044,PENK,Tanycytes
8045,CACNA2D2,Tanycytes
8046,ADM,Tanycytes
8047,SPRR1A,Tanycytes
8048,SCN7A,Tanycytes
8050,MEST,Tanycytes
8051,IGFBP5,Tanycytes
8052,RGCC,Tanycytes
8053,RGS7BP,Tanycytes
8054,CTGF,Tanycytes
8055,TGFB2,Tanycytes
8056,TAS1R1,Taste receptor cells
8057,TAS1R2,Taste receptor cells
8058,TAS1R3,Taste receptor cells
8059,P2RX7,Taste receptor cells
8060,CCK,Taste receptor cells
8061,KCNQ1,Taste receptor cells
8062,KCNH2,Taste receptor cells
8063,GNAT3,Taste receptor cells
8064,TRPM5,Taste receptor cells
8065,TAS2R20,Taste receptor cells
8066,NR3C1,Taste receptor cells
8067,SYP,Taste receptor cells
8068,SV2B,Taste receptor cells
8069,CA4,Taste receptor cells
8070,PKD2L1,Taste receptor cells
8071,MCOLN3,Taste receptor cells
8072,TRPM8,Taste receptor cells
8073,TAS2R4,Taste receptor cells
8074,PROX1,Taste receptor cells
8075,GRM4,Taste receptor cells
8076,NOTCH1,Thymocytes
8077,CD38,Thymocytes
8078,CXCR4,Thymocytes
8079,TNF,Thymocytes
8080,CD1D,Thymocytes
8081,CD2,Thymocytes
8082,CD1A,Thymocytes
8083,CD4,Thymocytes
8084,CD5,Thymocytes
8085,CD8A,Thymocytes
8086,IL2RA,Thymocytes
8087,CD69,Thymocytes
8088,SLAMF1,Thymocytes
8089,CD99,Thymocytes
8090,TAGAP,Thymocytes
8092,UCP2,Thymocytes
8093,TSHR,Thymocytes
8094,CD27,Thymocytes
8095,CD28,Thymocytes
8096,BCL6,Thymocytes
8097,CIDEA,Thymocytes
8098,EZR,Thymocytes
8099,SLC26A4,Transient cells
8101,RHBG,Transient cells
8102,HEPACAM2,Transient cells
8103,INSRR,Transient cells
8104,CLCNKB,Transient cells
8105,COL18A1,Transient cells
8106,SLC43A2,Transient cells
8107,TMEM117,Transient cells
8108,PARM1,Transient cells
8109,ST14,Transient cells
8110,ENPP5,Transient cells
8111,GCLC,Transient cells
8112,SYT7,Transient cells
8113,ITGAV,Transient cells
8114,TMEM50B,Transient cells
